,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Devourer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden
2011-11-23,0.47619047619047616,0.3333333333333333,,0.42857142857142855,0.5,0.4117647058823529,0.42857142857142855,1.0,0.6296296296296297,0.4444444444444444,0.4,,0.1111111111111111,0.25806451612903225,0.5,0.35714285714285715,0.16666666666666666,0.75,0.7777777777777778,0.6153846153846154,0.75,0.6,0.875,0.45454545454545453,0.5294117647058824,0.8333333333333334,0.4666666666666667,0.6428571428571429,0.42857142857142855,0.47619047619047616,0.46153846153846156,0.2,0.45454545454545453,0.4,0.5555555555555556,0.2,0.7142857142857143,0.4166666666666667,0.6666666666666666,0.36363636363636365,0.5555555555555556,,,0.5,,0.625,,0.4,0.75,0.5,0.1111111111111111,0.5555555555555556,,0.2857142857142857,,0.3,0.7142857142857143,0.6666666666666666,0.5384615384615384,0.4,,0.4375,0.7,0.5714285714285714,0.75,0.7272727272727273,0.6470588235294118,0.42857142857142855,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-24,0.5,0.1,,0.6,0.4117647058823529,0.3333333333333333,0.38095238095238093,0.3333333333333333,0.5,0.2222222222222222,0.3333333333333333,,0.38461538461538464,0.5357142857142857,0.3076923076923077,0.5714285714285714,0.46153846153846156,0.36363636363636365,0.38461538461538464,0.6470588235294118,0.6190476190476191,0.5,0.5714285714285714,0.375,0.5714285714285714,1.0,0.7142857142857143,0.6666666666666666,0.42857142857142855,0.7,0.6428571428571429,0.4,0.5,0.5,0.3333333333333333,0.8,0.5,0.5,0.2857142857142857,0.6666666666666666,0.5,,,0.16666666666666666,,0.4444444444444444,,0.6923076923076923,0.8333333333333334,0.7777777777777778,0.75,0.6470588235294118,,0.625,,0.7272727272727273,0.0,0.45454545454545453,0.42857142857142855,0.42857142857142855,,0.4166666666666667,0.7142857142857143,0.0,0.0,0.5,0.4666666666666667,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-25,0.43902439024390244,0.29411764705882354,,0.25,0.5,0.5384615384615384,0.47619047619047616,0.6923076923076923,0.5,0.5625,0.6,,0.26666666666666666,0.46511627906976744,0.3333333333333333,0.782608695652174,0.4166666666666667,0.4117647058823529,0.47058823529411764,0.4444444444444444,0.53125,0.3333333333333333,0.16666666666666666,0.5714285714285714,0.3333333333333333,0.3125,0.4375,0.7,0.2857142857142857,0.6923076923076923,0.391304347826087,0.625,0.5,0.3125,0.4,0.5,0.625,0.7333333333333333,0.5333333333333333,0.7857142857142857,0.5,,,0.5333333333333333,,0.7647058823529411,,0.5384615384615384,0.4444444444444444,0.75,0.3333333333333333,0.47619047619047616,,0.2857142857142857,,0.6428571428571429,0.42857142857142855,0.5789473684210527,0.6,0.4166666666666667,,0.5714285714285714,0.5454545454545454,0.36363636363636365,0.3333333333333333,0.5,0.5454545454545454,0.75,,,,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-26,0.5217391304347826,0.2,,0.2727272727272727,0.6666666666666666,0.46153846153846156,0.7333333333333333,0.6428571428571429,0.5454545454545454,0.5454545454545454,0.6470588235294118,,0.5555555555555556,0.5,0.25,0.6666666666666666,0.5294117647058824,0.6363636363636364,0.2857142857142857,0.42857142857142855,0.5925925925925926,0.6428571428571429,0.5833333333333334,0.35714285714285715,0.29411764705882354,0.6363636363636364,0.5384615384615384,0.7692307692307693,0.6666666666666666,0.6,0.5555555555555556,0.6666666666666666,0.0,0.47058823529411764,0.3,0.45454545454545453,0.6,0.2857142857142857,0.4444444444444444,0.5789473684210527,0.5833333333333334,,,0.25,,0.6666666666666666,,0.5,0.4,0.6,0.625,0.47368421052631576,,0.5,,0.23076923076923078,0.5384615384615384,0.3333333333333333,0.4,0.4,,0.4,0.5,0.3333333333333333,0.0,0.5,0.6666666666666666,0.3076923076923077,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-27,0.6222222222222222,0.36363636363636365,,0.48,0.47368421052631576,0.5714285714285714,0.56,0.6666666666666666,0.3181818181818182,0.5833333333333334,0.47058823529411764,,0.3333333333333333,0.5128205128205128,0.6153846153846154,0.6363636363636364,0.3333333333333333,0.6153846153846154,0.5,0.7692307692307693,0.4444444444444444,0.5,0.3333333333333333,0.3157894736842105,0.55,0.47058823529411764,0.5384615384615384,0.4,0.5384615384615384,0.72,0.48,0.8333333333333334,0.3333333333333333,0.28,0.36363636363636365,0.2857142857142857,0.5,0.875,0.42105263157894735,0.5,0.3181818181818182,,,0.6428571428571429,,0.5333333333333333,,0.6153846153846154,0.6666666666666666,0.7142857142857143,0.14285714285714285,0.6923076923076923,,0.2857142857142857,,0.6428571428571429,0.5,0.5357142857142857,0.48,0.35714285714285715,,0.5384615384615384,0.375,0.5,0.6,0.5714285714285714,0.3,0.36363636363636365,,,,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-28,0.4,0.5,,0.46153846153846156,0.5882352941176471,0.5769230769230769,0.4838709677419355,0.5263157894736842,0.5277777777777778,0.3,0.5714285714285714,,0.2857142857142857,0.45714285714285713,0.5294117647058824,0.5555555555555556,0.4375,0.5882352941176471,0.29411764705882354,0.14285714285714285,0.46875,0.5333333333333333,0.4444444444444444,0.5789473684210527,0.5384615384615384,0.5,0.5238095238095238,0.7142857142857143,0.5555555555555556,0.5909090909090909,0.5483870967741935,0.625,0.23076923076923078,0.6521739130434783,0.46153846153846156,0.5,0.4444444444444444,0.5384615384615384,0.38461538461538464,0.35714285714285715,0.7222222222222222,,,0.3333333333333333,,0.5625,,0.375,0.47058823529411764,0.6153846153846154,0.7272727272727273,0.4666666666666667,,0.25,,0.6666666666666666,0.5,0.5405405405405406,0.5909090909090909,0.4166666666666667,,0.36363636363636365,0.7,0.3333333333333333,0.0,0.6111111111111112,0.3684210526315789,0.5909090909090909,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-29,0.627906976744186,0.3333333333333333,,0.45454545454545453,0.6190476190476191,0.5405405405405406,0.4444444444444444,0.4666666666666667,0.46153846153846156,0.5,0.5833333333333334,,0.42857142857142855,0.41025641025641024,0.5,0.625,0.5333333333333333,0.5333333333333333,0.5625,0.55,0.3684210526315789,0.6,0.5384615384615384,0.3684210526315789,0.5454545454545454,0.5789473684210527,0.8333333333333334,0.4666666666666667,0.5454545454545454,0.64,0.3333333333333333,1.0,0.4166666666666667,0.52,0.6363636363636364,0.375,0.5555555555555556,0.16666666666666666,0.391304347826087,0.5,0.47619047619047616,,,0.4,,0.43478260869565216,,0.4,0.7,0.2727272727272727,0.7777777777777778,0.59375,,0.3333333333333333,,0.5384615384615384,0.5555555555555556,0.5263157894736842,0.42424242424242425,0.4666666666666667,,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.2,0.45454545454545453,0.45454545454545453,0.4444444444444444,,,,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,0.5641025641025641,0.5555555555555556,,0.6875,0.5333333333333333,0.5161290322580645,0.52,0.3888888888888889,0.43333333333333335,0.3125,0.6363636363636364,,0.7,0.6052631578947368,0.47368421052631576,0.6086956521739131,0.23809523809523808,0.26666666666666666,0.6111111111111112,0.47619047619047616,0.47058823529411764,0.45,0.5,0.3684210526315789,0.46153846153846156,0.5555555555555556,0.35,0.5384615384615384,0.6153846153846154,0.6666666666666666,0.7083333333333334,0.3333333333333333,0.3,0.4411764705882353,0.3333333333333333,0.8181818181818182,0.5,0.6666666666666666,0.5263157894736842,0.47058823529411764,0.5,,,0.3333333333333333,,0.5,,0.5333333333333333,0.3333333333333333,0.4166666666666667,0.6153846153846154,0.5,,0.3333333333333333,,0.4444444444444444,0.4444444444444444,0.45714285714285713,0.5357142857142857,0.5,,0.3333333333333333,0.46153846153846156,0.25,0.5,0.6666666666666666,0.5,0.7692307692307693,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-01,0.5945945945945946,0.35714285714285715,,0.625,0.5454545454545454,0.5151515151515151,0.36666666666666664,0.35714285714285715,0.5,0.35714285714285715,0.5625,,0.25,0.5128205128205128,0.42857142857142855,0.48148148148148145,0.6111111111111112,0.375,0.3888888888888889,0.7096774193548387,0.5483870967741935,0.47619047619047616,0.21428571428571427,0.35294117647058826,0.5,0.6086956521739131,0.6363636363636364,0.2916666666666667,0.42857142857142855,0.5384615384615384,0.5357142857142857,0.5384615384615384,0.15384615384615385,0.5428571428571428,0.7,0.7272727272727273,0.5384615384615384,0.5882352941176471,0.5,0.6842105263157895,0.75,,,0.3,,0.47058823529411764,,0.5882352941176471,0.6818181818181818,0.375,0.5384615384615384,0.5428571428571428,0.5217391304347826,0.45454545454545453,,0.5833333333333334,0.4,0.4,0.48,0.4166666666666667,,0.47058823529411764,0.42857142857142855,0.6666666666666666,0.6,0.5238095238095238,0.42857142857142855,0.4,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-02,0.5636363636363636,0.6153846153846154,,0.5333333333333333,0.34782608695652173,0.5128205128205128,0.6176470588235294,0.2962962962962963,0.52,0.2727272727272727,0.2631578947368421,,0.3333333333333333,0.5102040816326531,0.631578947368421,0.4444444444444444,0.4444444444444444,0.4583333333333333,0.4838709677419355,0.6923076923076923,0.45454545454545453,0.5172413793103449,0.4,0.5,0.53125,0.5789473684210527,0.5384615384615384,0.6666666666666666,0.5714285714285714,0.5384615384615384,0.5588235294117647,0.3888888888888889,0.35294117647058826,0.5142857142857142,0.5,0.5,0.5,0.6153846153846154,0.4827586206896552,0.3783783783783784,0.48,,,0.625,,0.52,,0.3888888888888889,0.7407407407407407,0.4375,0.7222222222222222,0.6097560975609756,0.576271186440678,0.75,,0.6,0.6,0.5185185185185185,0.56,0.37037037037037035,,0.36,0.375,0.2,0.75,0.4166666666666667,0.3939393939393939,0.5,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
